,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,basement,sqft_living15,sqft_lot15,age_at_selling,log_price,renovated,zip_mean_price
295,3,2,3360,22111,1,0,0,1,5,3360,0,3150,11374,20,13.686540176667314,0,3
296,2,1,1320,8959,0,0,0,1,2,1320,0,1740,7316,21,12.487485104968359,0,1
297,2,2,2650,7286,1,0,0,1,3,2650,0,2400,7220,25,13.009194679298691,0,1
298,2,1,2030,8880,0,0,0,1,2,1330,1,2140,5592,51,12.909170156943286,0,1
299,2,1,1590,11914,0,0,1,1,2,1090,1,1630,9052,57,12.496874845318198,0,0
300,3,4,4550,18641,0,1,1,1,5,2600,1,4550,19508,12,14.940440154949757,0,2
301,2,2,2440,7632,1,0,0,1,3,2440,0,2510,7903,16,12.721885810807203,0,0
302,2,2,1940,9000,0,0,0,2,2,970,1,2190,7310,66,13.263862939678027,0,2
303,2,2,2040,3810,1,0,0,1,3,2040,0,2370,4590,9,12.248332006544095,0,1
304,2,2,2200,8750,0,0,0,2,2,1120,1,1460,10139,51,12.66032791780777,0,1
305,2,1,1920,3300,0,0,0,2,3,960,1,1740,4000,102,13.493926933836812,0,3
306,3,2,1800,7750,0,0,0,2,3,1400,1,1800,8275,50,13.217673557208654,0,2
307,3,2,2180,7297,1,0,0,1,3,2180,0,2250,9781,30,13.322442989119986,0,2
308,1,0,1010,5000,0,0,0,2,1,1010,0,1460,5000,107,13.218945475250573,0,3
309,3,2,3320,10574,1,0,0,2,3,2220,0,2720,8330,55,13.407542319637992,0,1
310,3,2,2370,4000,0,0,1,2,3,1980,1,2440,5750,87,13.633988681340885,0,2
311,4,1,1660,78408,0,0,0,1,1,1660,0,1660,78408,99,12.211060187041213,0,2
312,4,2,3650,9050,1,0,1,2,5,3370,1,2880,5400,93,14.682611045647658,0,3
313,3,3,4290,12103,0,0,1,1,5,2690,1,3860,11244,17,14.137594057133388,0,3
314,3,3,4290,12103,0,0,1,1,5,2690,1,3860,11244,17,14.151982794585487,0,3
315,3,2,1950,7700,0,0,0,1,3,1350,1,2150,7350,35,12.628067055589549,0,1
316,2,1,2590,14052,0,0,0,2,3,1720,1,1570,8162,67,13.096019402064726,0,1
317,2,2,1930,64904,0,0,0,2,3,1930,0,2350,57500,27,12.873902018105829,0,1
318,1,0,1470,3864,0,0,0,2,2,1170,1,1570,3864,98,13.214030565930152,0,2
319,3,0,800,8775,0,0,0,1,1,800,0,1310,8775,71,12.501536858424009,0,1
320,4,2,3150,7119,1,0,0,1,4,3150,0,1560,8384,1,13.616937660584268,0,2
321,2,2,2030,16200,1,0,0,1,3,2030,0,2660,17958,30,13.16158409055761,0,2
322,2,1,1450,11204,0,0,0,1,2,1450,0,1520,9518,11,12.345834587905333,0,0
323,2,1,1510,10248,0,0,0,1,2,1510,0,1510,9753,46,12.388394202324129,0,0
324,1,0,1240,12092,0,0,0,1,1,960,1,1820,7460,92,12.354492650648448,1,1
325,1,0,1240,12092,0,0,0,1,1,960,1,1820,7460,93,12.390475368527953,1,1
326,2,2,3030,45004,1,0,0,1,4,3030,0,3080,35781,27,12.524435463425318,0,2
327,3,1,2050,4400,0,0,0,2,4,2050,0,2320,5500,92,13.514405465180353,0,3
328,2,0,1000,7636,0,0,0,0,2,1000,0,1150,7600,63,12.13551605206704,0,1
329,2,2,2370,10289,0,0,0,2,4,1590,1,2500,10004,37,13.579788224443204,0,3
330,3,3,2800,6750,1,0,0,1,4,1890,1,2370,6120,63,13.687677186454389,1,3
331,5,1,2240,11180,1,0,0,2,2,2240,0,1590,7955,60,12.538967060803502,0,1
332,2,1,1810,10530,0,0,1,1,3,1810,0,1910,10450,23,12.594730635321957,0,1
333,1,0,1070,5000,0,0,0,1,2,1070,0,1710,5000,91,13.369223455335854,0,2
334,3,1,2490,9525,1,0,0,2,4,2490,0,2770,9525,46,13.753635154246187,0,3
335,3,2,1960,5238,1,0,0,1,2,1960,0,1800,5894,11,12.468436909997665,0,1
336,2,2,2930,5569,0,0,0,1,4,1860,1,2580,11045,10,13.235513475336985,0,2
337,3,1,1510,3500,0,0,0,2,2,1510,0,1820,3750,103,13.581685158303204,0,2
338,2,1,1420,8250,0,0,0,1,2,1420,0,1740,8000,60,12.487485104968359,0,1
339,2,1,1740,11547,0,0,0,1,2,1740,0,880,78408,61,12.409013489526863,0,1
340,3,1,2560,43995,1,0,0,2,2,2560,0,2560,14764,53,13.091904169919621,0,2
341,3,3,3040,8414,1,0,0,1,4,2420,1,3470,8066,4,13.435713196604688,0,1
342,2,1,2500,6840,0,0,0,1,3,1300,1,1580,8691,57,12.959844447906553,0,1
343,3,1,1275,20000,0,0,0,2,1,1275,0,1660,20000,23,12.64303642069771,0,1
344,3,2,2580,5823,1,0,0,1,3,2580,0,2380,5823,12,13.221756121282363,0,2
345,3,0,1000,7134,0,0,0,1,1,1000,0,1020,7138,71,12.013700752882718,0,1
346,3,0,1000,7134,0,0,0,1,1,1000,0,1020,7138,71,12.387977448827787,0,1
347,1,0,1070,32633,0,0,0,2,1,1070,0,1360,32156,84,12.676076274775909,0,1
348,2,1,1390,13464,0,0,0,2,2,1390,0,1720,12080,27,12.238539835667675,0,0
349,3,1,2500,7690,0,0,0,1,2,1250,1,2040,8646,42,12.866179972011919,0,1
350,0,0,560,12120,0,0,0,1,0,560,0,1300,19207,47,12.608198852372823,0,1
351,3,2,2270,10460,1,0,0,1,4,2270,0,2610,10180,49,13.658856747918897,0,3
352,2,0,1900,14400,0,0,0,2,2,1300,1,1940,14400,61,12.66032791780777,0,1
353,1,0,990,3120,0,0,1,2,2,790,1,1930,3120,107,12.988831984779805,0,2
354,3,1,1550,19800,0,0,0,2,2,1050,1,1640,22654,46,12.437184366493561,0,0
355,3,1,2200,7475,0,0,0,2,2,1100,1,1600,5766,59,12.834681304952548,0,1
356,3,2,1910,4862,1,0,0,1,2,1910,0,2010,5091,9,12.611537753638338,0,1
357,3,0,1750,9600,0,0,0,2,2,1750,0,1750,10530,60,12.948009990259552,0,3
358,2,0,1330,77972,0,0,0,1,2,1330,0,1340,17689,86,13.710150042306449,1,3
359,2,2,2440,5750,1,0,1,1,4,1980,1,1520,5750,14,13.42970100751455,0,2
360,2,2,1640,29970,1,0,0,1,2,1640,0,1580,28399,22,13.045482333068371,0,2
361,4,2,2760,11340,1,0,0,2,4,2760,0,2470,11340,36,12.84792653170257,0,1
362,3,2,1820,7912,1,0,0,1,2,1820,0,1820,8168,20,12.705331632924699,0,1
363,2,2,2110,5608,0,0,0,1,3,1340,1,2040,9363,1,13.312901088969625,0,3
364,4,2,3040,9570,0,0,1,2,3,1640,1,2920,8800,48,13.58609739363647,0,3
365,2,1,1840,40438,1,0,0,1,2,1840,0,1380,44049,21,13.049792684569493,0,1
366,3,2,2990,10400,1,0,0,1,4,2990,0,2140,17449,13,13.419500608626866,0,1
367,3,2,3520,15420,1,0,0,1,5,3520,0,3400,21455,23,13.604789526648622,0,2
368,3,2,2440,69415,0,0,0,2,3,1910,1,2770,24361,26,13.573438996764546,0,3
369,3,2,2090,7500,0,0,0,1,2,1370,1,1810,7650,28,12.730801174465157,0,1
370,2,2,1430,7222,1,0,0,1,2,1430,0,1430,7220,21,12.542544882151386,0,1
371,3,2,2180,10754,0,0,0,2,2,1100,1,1810,6929,60,12.66032791780777,0,1
372,3,2,2180,10754,0,0,0,2,2,1100,1,1810,6929,61,13.180632285528304,0,1
373,4,2,3450,9914,1,0,0,1,4,3450,0,2860,9721,10,12.84792653170257,0,0
374,2,2,1450,7562,1,0,0,1,2,1450,0,1650,7625,20,12.601487417784837,0,1
375,3,2,3230,7331,1,0,0,1,5,3230,0,3480,7447,10,13.500799813124575,0,3
376,2,1,1640,13500,0,0,0,1,2,1110,1,1770,12600,74,13.017002861746503,0,1
377,2,2,1590,7750,0,0,0,1,2,1060,1,1680,7500,17,12.524526376648708,0,1
378,3,1,2020,2849,1,0,0,1,2,2020,0,1910,3120,55,13.296316684527767,0,2
379,2,1,1300,3348,0,0,0,1,2,1300,0,1590,2577,111,12.983101310070822,1,2
380,1,1,1380,209959,0,0,0,0,1,1380,0,3130,19868,60,12.506177237980511,0,1
381,2,2,4040,14338,1,0,0,1,5,3030,1,3360,14142,28,13.764217263576723,0,2
382,3,2,2130,5337,1,0,0,1,2,2130,0,2300,6930,14,12.871334622600584,0,1
383,3,2,2550,7800,0,0,0,1,3,1580,1,2420,8050,47,13.235692062711331,0,2
384,4,3,4800,14984,1,0,1,1,5,3480,0,4050,19009,16,14.115615150414612,0,3
385,3,2,2510,11585,1,0,0,2,3,2510,0,2450,9691,45,13.591116224748411,0,3
386,2,1,1410,9600,0,0,0,2,2,1410,0,1410,9600,31,12.80902155817197,0,2
387,2,1,1650,7352,0,0,0,1,2,1160,1,1710,7350,35,12.43857229176841,0,1
388,3,2,2120,13780,1,0,0,1,3,2120,0,1880,12000,21,12.909046386907855,0,1
389,3,1,2040,10726,0,0,0,1,2,1380,1,1610,10020,60,12.86099861326992,0,2
390,3,0,1550,7620,0,0,0,1,2,1550,0,1450,7620,57,12.751299696013497,0,1
391,2,2,1980,3128,1,0,0,2,4,1980,0,1950,2856,35,13.102160670086809,0,2
392,2,2,1600,26977,1,0,0,1,3,1600,0,1790,27743,9,12.706847933442663,0,1
393,3,2,3300,12090,1,0,0,1,3,3300,0,3180,12239,61,13.739708844547993,0,3
394,3,2,3840,16619,1,0,1,2,5,3840,0,3600,16553,31,13.928839243271277,0,3
395,1,0,1220,10000,0,0,0,2,2,1220,0,2000,9600,65,12.706847933442663,0,1
396,4,2,2720,8800,0,0,0,2,2,1500,1,2110,8800,57,13.180632285528304,0,2
397,3,1,1940,25600,0,0,0,0,3,1940,0,2000,10071,52,12.80765263256463,0,3
398,2,2,2160,3000,0,0,0,1,2,1260,1,1060,3500,105,12.844631635805715,1,1
399,3,1,1530,8750,0,0,0,2,2,1530,0,1390,8750,46,12.505806799006097,0,1
400,2,3,1710,2096,1,0,0,1,3,1290,1,1630,1543,7,13.230320518909421,0,2
401,3,1,3730,16980,0,0,0,2,2,2150,1,1880,16963,40,12.793859310432293,0,1
402,1,0,940,5000,0,0,0,2,2,940,0,1560,4500,78,12.771386454580234,0,2
403,2,2,1750,22357,1,0,0,1,3,1750,0,2430,22357,21,12.987688474077727,0,1
404,3,2,1820,6753,1,0,0,1,2,1820,0,1820,7107,20,12.683858415217964,0,1
405,2,3,1510,2000,1,0,0,1,4,1330,1,1510,1352,13,13.38472764187182,0,2
406,2,1,1290,1213,2,0,0,1,3,1290,0,1290,3235,13,13.017002861746503,0,2
407,2,1,1570,5250,0,0,0,1,2,1570,0,1570,5250,17,12.537173338349476,0,1
408,3,2,1930,6957,1,0,0,1,3,1930,0,2090,6996,20,12.807515636879778,0,1
409,3,3,2840,40139,0,0,1,2,5,2840,0,3180,36852,28,13.641157170819497,0,1
410,2,2,1550,8134,1,0,0,1,2,1550,0,1550,8134,24,12.498742259492994,0,1
411,1,0,833,143947,0,0,0,1,0,833,0,1380,143947,8,13.15683050244657,0,1
412,2,2,2990,32239,1,0,0,2,3,2990,0,2990,36497,36,13.358107210694277,0,2
413,2,2,2000,7251,1,0,0,1,4,2000,0,2450,8118,19,13.266463721378086,0,2
414,3,1,2390,7480,0,0,1,1,2,2390,0,2850,6867,95,12.733755386362587,0,1
415,2,1,2910,37461,0,0,0,2,2,1530,1,2520,18295,47,13.253391639810733,0,2
416,3,1,2085,174240,0,0,0,1,2,1610,1,2690,174240,50,13.241922612461968,0,2
417,3,2,2200,9351,0,0,0,2,2,1290,1,1910,8660,53,12.955127458028414,0,1
418,2,2,1860,5028,1,0,0,1,3,1860,0,2320,5465,2,12.779873068457553,0,1
419,4,4,6070,171626,1,0,0,1,6,6070,0,4680,211267,15,14.253765488895429,0,2
420,1,0,950,3960,0,0,0,1,2,950,0,1320,4050,73,13.085699393032737,0,2
421,2,1,1600,9135,0,0,0,2,2,1600,0,1580,9800,59,13.345506928718539,0,3
422,2,2,2250,11632,1,0,0,1,3,2250,0,2360,11632,26,13.195613839143922,0,1
423,2,2,2280,10255,1,0,0,2,3,2280,0,2310,10094,30,12.84792653170257,0,1
424,1,0,940,5120,0,0,0,1,2,940,0,1300,5120,105,12.834681304952548,0,2
425,2,2,1530,8500,0,0,0,2,2,1030,1,1850,8140,19,12.409013489526863,0,1
426,4,1,2190,27260,0,0,0,2,2,2190,0,1620,39480,67,12.644327576461329,0,1
427,2,1,2350,15021,0,0,0,2,3,1770,1,3530,15715,39,14.077874822431765,0,3
428,3,1,1440,7680,0,0,0,1,2,1200,1,1460,9660,43,12.891691559669328,0,2
429,2,2,2200,4052,1,0,0,1,3,2200,0,2310,5082,10,12.80765263256463,0,1
430,3,2,2290,8250,1,0,0,1,4,2290,0,2290,8250,24,12.702292116906802,0,1
431,3,2,4040,19700,1,0,0,1,5,4040,0,3930,21887,27,13.803437976730004,0,2
432,3,2,2610,3277,0,0,0,2,3,1920,1,1810,3277,92,13.815510557964274,0,2
433,2,2,1490,2138,1,0,0,1,2,1490,0,1490,2094,9,12.375815420117268,0,1
434,3,2,2450,5280,1,0,0,1,3,2450,0,2300,4674,11,13.17115354157376,0,1
435,3,2,1710,9627,0,0,0,1,4,1440,1,2140,9131,38,13.526494262499357,1,3
436,4,2,4870,11800,1,0,0,1,5,3470,1,3180,11398,31,13.490472698968725,0,2
437,2,2,3130,8750,1,0,0,1,5,3130,0,2860,9003,24,13.644722236983993,0,2
438,1,1,1270,1372,2,0,0,1,3,1270,0,1610,3090,14,12.989974189358584,0,2
439,2,1,2120,10875,0,0,1,1,3,1540,1,2460,11760,37,13.267329147654515,0,1
440,2,1,1670,8230,0,0,0,2,2,1670,0,2077,4910,60,12.336881585641587,0,0
441,2,2,2070,11576,1,0,0,1,2,2070,0,1890,7519,40,12.185869938212655,0,0
442,1,0,1420,5332,0,0,0,1,3,1070,1,2400,5406,61,13.370784735902808,0,3
443,2,1,1250,219978,0,0,0,2,1,1250,0,1930,210394,35,12.765688433465597,0,1
444,2,0,940,7980,0,0,0,2,2,940,0,1150,8050,54,12.230765258120545,0,0
445,2,1,1920,9102,0,0,0,1,2,1920,0,1920,9760,46,12.89921982609012,0,2
446,2,2,3545,9816,0,0,0,1,5,2610,1,3630,7704,9,13.845069360205818,0,2
447,2,1,1260,5460,0,0,0,1,2,1260,0,1510,5460,43,13.132313708257497,0,2
448,4,2,2340,7200,0,0,0,1,2,1300,1,1930,7221,39,13.071070083016778,0,2
449,2,2,2590,9263,0,0,0,2,3,1440,1,2580,9450,37,13.16158409055761,0,1
450,2,4,3970,24920,1,0,1,1,5,3260,1,2610,13838,38,14.187074114396758,0,2
451,2,1,1220,9732,0,0,0,1,2,1220,0,1630,10007,49,12.717398144337816,0,1
452,2,0,1400,10403,0,0,0,2,1,1400,0,1230,10209,39,12.354492650648448,0,1
453,2,2,2360,16117,0,0,0,2,3,1710,1,2120,16117,32,13.446039810079485,0,3
454,2,1,1870,9897,0,0,0,2,3,1870,0,1900,10005,54,13.60602333309755,0,3
455,2,2,2830,5802,1,0,0,1,4,2830,0,2500,5788,13,13.219490088135052,0,1
456,2,2,2260,3640,1,0,0,1,3,2260,0,2350,3710,21,13.115338762467365,0,2
457,2,2,1970,20978,1,1,1,2,4,1770,1,2280,75396,34,13.465953081794405,0,1
458,3,2,3140,9225,0,0,1,2,4,1770,1,2460,9600,48,13.267329147654515,0,1
459,2,1,1240,8659,0,0,0,2,2,1240,0,1490,8223,29,12.449018824140563,0,1
460,3,3,3450,7832,1,0,0,1,5,3450,0,3220,8567,7,13.864300722133706,0,3
461,2,2,2570,8491,1,0,0,2,3,2570,0,2400,8049,26,12.759957758756611,0,1
462,2,1,1510,3413,1,0,0,1,2,1510,0,1570,3777,29,12.345834587905333,0,1
463,3,2,2390,11250,1,0,0,1,4,2390,0,2480,11250,26,12.79246945614324,0,0
464,2,0,980,7000,0,0,0,1,1,980,0,1220,7000,61,12.706847933442663,0,1
465,0,0,430,5050,0,0,0,0,0,430,0,1200,7500,102,11.289781913656018,0,1
466,2,1,1480,6360,0,0,0,1,2,1480,0,1480,6360,60,13.049792684569493,0,1
467,3,2,1850,7324,1,0,0,1,3,1850,0,2100,7329,17,12.691580461311874,0,1
468,2,1,2270,28025,0,0,0,2,2,1920,1,1770,14833,68,12.738170404571704,0,0
469,2,2,1810,5192,1,0,0,1,3,1810,0,1810,6200,22,12.744026936684417,0,1
470,1,1,1610,17600,1,0,0,1,1,1610,0,1310,12950,84,12.580734844483294,1,1
471,2,4,3840,6161,1,0,0,1,5,3840,0,3230,7709,15,13.674753120248011,0,2
472,3,2,4110,8400,1,0,1,1,4,3130,1,2820,8400,86,13.997832114758229,0,1
473,3,3,4190,10259,1,0,0,1,5,3150,1,4300,11919,14,13.955272500339433,0,2
474,3,2,3390,6298,1,0,0,1,4,3390,0,3390,7111,3,13.664571382398988,0,2
475,3,2,1890,3006,1,0,0,1,2,1890,0,1580,3000,11,13.16158409055761,0,2
476,2,2,1610,2527,1,0,1,1,4,1080,1,1610,4173,9,13.038981768465277,0,1
477,2,1,1050,4590,0,0,0,1,2,850,1,1770,5400,65,12.992081556341256,0,2
478,1,0,630,6550,0,0,0,1,0,630,0,1420,6550,97,12.66032791780777,0,1
479,3,2,2910,10650,0,0,1,1,3,1780,1,2920,10988,39,13.287877815881902,0,3
480,3,1,1700,8640,0,0,0,1,2,850,1,1620,9000,59,12.84397135185964,0,3
481,2,2,1950,8130,1,0,0,2,4,1950,0,2350,7691,24,12.702292116906802,0,1
482,2,2,2990,9773,1,0,0,2,3,2990,0,2230,11553,42,13.652932803206916,0,3
483,2,1,1350,6000,0,0,1,1,2,900,1,1730,6012,64,13.17115354157376,0,2
484,3,3,4860,181319,1,0,0,1,4,4860,0,3850,181319,22,14.144814305106875,0,2
485,3,2,2160,7725,0,0,0,2,3,1460,1,2060,8250,37,12.594730635321957,0,0
486,5,3,4860,11793,1,0,0,1,5,3860,1,3600,11793,16,13.883169206438088,0,3
487,1,1,890,5000,0,0,0,1,1,890,0,1860,5000,97,12.245052945171057,0,1
488,3,2,2810,7302,1,0,0,1,4,2810,0,2820,7302,12,13.458692746677631,0,3
489,4,2,3400,9500,1,0,1,2,3,3400,0,3080,11081,38,14.0623706358958,0,2
490,3,1,1580,7350,0,0,0,2,2,960,1,1560,7350,51,13.021437458814368,0,2
491,2,1,1680,5036,0,0,1,2,2,1680,0,1680,4921,28,12.821258284620408,0,1
492,2,1,1300,11230,0,0,0,2,2,1300,0,1300,10794,47,12.354492650648448,0,1
493,4,2,2820,14062,1,0,0,2,2,2380,1,1910,10392,54,13.414958361716755,0,2
494,2,1,1510,6710,0,0,0,1,2,1070,1,1660,6600,42,12.892950213076524,0,2
495,1,2,1230,1391,1,0,0,1,3,870,1,1240,1350,10,13.102160670086809,0,3
496,3,1,2110,4140,1,0,0,1,4,1710,1,1440,4420,90,13.493926933836812,1,2
497,2,2,3080,19635,0,0,1,2,2,1610,1,2424,12410,56,12.608198852372823,0,0
498,1,1,1490,5750,0,0,0,2,2,1190,1,1590,4025,114,13.345506928718539,0,2
499,2,2,2120,4500,1,0,0,1,2,2120,0,2530,4816,14,12.988831984779805,0,2
500,3,2,3180,5438,1,0,0,1,4,3180,0,3030,5335,12,13.38472764187182,0,2
501,1,0,1490,3825,0,0,0,1,2,860,1,1460,3825,85,13.071070083016778,0,2
502,2,1,1930,11947,0,0,0,2,3,1930,0,2200,12825,48,12.742566016044742,0,1
503,3,2,2770,7800,1,0,0,1,5,2770,0,2720,10000,15,13.997832114758229,0,3
504,2,1,1670,11610,0,0,0,2,2,1670,0,1930,10200,52,12.542544882151386,0,1
505,1,1,1330,7200,0,0,0,1,2,1330,0,1450,11682,21,12.388394202324129,0,0
506,2,0,1210,3328,0,0,0,2,2,1210,0,1640,3333,90,13.178743710840436,0,2
507,2,0,1190,5100,0,0,0,2,2,1030,1,1690,5100,74,12.999065161059836,0,2
508,1,0,1540,6872,0,0,0,2,2,820,0,1420,5538,68,13.329377546788654,0,3
509,3,3,4030,10800,1,0,0,1,5,4030,0,2160,7200,8,14.214286677921642,0,3
510,3,1,2430,7559,0,0,0,2,3,1580,1,1980,8750,34,13.279367126213993,0,2
511,3,2,2600,7787,1,0,0,1,3,2600,0,2830,7787,10,13.081541382884074,0,1
512,4,3,4410,57063,1,0,0,2,4,4410,0,2900,50529,24,13.9108207377686,0,2
513,3,0,1330,8184,0,0,0,1,2,1330,0,1220,660,65,12.577636201962656,0,1
514,2,1,1900,5000,0,0,0,2,2,950,1,1770,5000,63,13.329377546788654,0,2
515,1,0,1100,7680,0,0,0,2,2,1100,0,1460,7680,65,12.611537753638338,0,1
516,2,0,1980,39150,0,0,0,1,1,1580,1,1860,11811,82,12.637855061955712,0,0
517,2,2,2400,7745,1,0,0,1,4,2400,0,2080,8615,14,13.527828485512494,0,3
518,3,2,4760,8036,1,0,0,2,4,3390,1,2950,9323,98,14.626440774180603,0,3
519,3,3,3180,194278,1,0,0,1,5,3180,0,2200,178160,9,13.698976741708323,0,1
520,2,0,1190,7560,0,0,0,2,1,1190,0,1190,7560,57,12.570715759118084,0,1
521,1,0,630,6000,0,0,0,1,1,630,0,1470,6840,71,12.154779351142624,1,1
522,4,2,2530,5105,0,0,0,1,3,1520,1,2290,4011,10,13.151922179645874,0,1
523,3,1,1690,11054,0,0,0,2,0,1690,0,1690,9040,84,12.367340793126296,0,1
524,1,0,940,5000,0,0,0,1,1,940,0,940,5000,63,12.524526376648708,0,1
525,1,1,1240,9119,0,0,0,2,2,1240,0,1380,9121,62,13.497369278027785,0,3
526,3,2,3040,6587,1,0,0,1,2,3040,0,2740,6587,11,13.38472764187182,0,2
527,5,4,6050,230652,1,0,1,1,5,6050,0,4210,233971,13,14.28551418721001,0,2
528,3,0,1590,7085,0,0,0,1,1,1590,0,1320,7085,70,12.80765263256463,0,1
529,2,1,2500,36947,0,0,0,1,4,2500,0,2590,28837,30,13.403020834919145,0,2
530,2,2,1780,7848,0,0,0,1,2,1320,1,1680,7848,37,12.508027377268673,0,1
531,1,1,1360,1898,1,0,0,1,2,1360,0,1360,1898,37,12.206072645530174,0,1
532,3,3,4740,76230,1,0,0,1,5,4740,0,3340,49206,28,13.785051350479566,0,3
533,2,1,1010,9600,0,0,0,2,2,1010,0,1400,9660,52,11.982929094215963,0,1
534,2,0,1040,7405,0,0,0,2,1,1040,0,1580,7405,44,12.225875272826354,0,1
535,2,2,1610,6655,1,0,0,2,2,1610,0,1780,7529,30,12.788288265382837,0,1
536,3,1,1570,8268,0,0,0,1,2,1570,0,1870,8190,36,13.021437458814368,0,1
537,1,1,1510,4000,0,0,0,2,2,1010,1,1920,4000,114,13.296316684527767,0,2
538,2,1,1360,6082,0,0,0,1,2,1360,0,1360,6987,21,12.425208175446844,0,1
539,3,2,1970,5106,1,0,0,1,3,1970,0,2230,5109,16,12.756791832957841,0,1
540,2,2,5403,24069,1,1,1,2,6,5403,0,3980,104374,39,14.571632537685607,0,1
541,3,2,1560,4350,1,0,0,1,2,1560,0,1560,4350,11,12.542544882151386,0,1
542,3,1,2320,12000,0,0,0,2,3,2270,1,2120,9880,41,12.672595222939254,0,0
543,2,2,2120,40518,0,0,0,1,3,2120,0,2480,13492,47,13.180632285528304,0,3
544,2,2,2120,18500,1,0,0,2,3,2120,0,2120,14479,31,12.834681304952548,0,1
545,3,2,3350,29242,1,0,0,1,5,3350,0,3920,24728,27,13.721199878493033,0,2
546,3,2,2380,9614,1,0,0,2,5,2380,0,2560,9770,23,13.569610019527449,0,3
547,1,1,1070,649,1,0,0,1,4,720,1,1070,928,7,12.468244583811861,0,1
548,3,2,2300,18360,0,0,0,2,2,1560,1,1870,9588,35,12.66032791780777,0,1
549,1,0,1320,8865,0,0,0,2,1,1320,0,1190,6490,71,12.2783933071098,0,0
550,2,1,2180,10221,0,0,1,2,2,1140,1,2180,8535,68,13.465953081794405,0,3
551,2,2,4380,6320,1,0,1,2,5,3580,1,3080,7680,62,14.187074114396758,0,3
552,2,1,1790,9813,1,0,0,1,2,1790,0,1520,10125,66,13.019222618484815,0,1
553,1,0,750,8125,0,0,0,2,1,750,0,1340,8750,71,12.47227568630483,0,1
554,2,1,1300,8280,0,0,0,2,2,1300,0,1570,8692,58,12.889169490236618,0,1
555,3,2,2990,29170,1,0,1,1,4,2990,0,3715,29170,15,13.493926933836812,0,1
556,6,3,4640,15235,1,0,1,1,5,2860,1,3230,20697,49,14.48333993053993,1,3
557,3,0,1400,7242,0,0,0,1,2,1400,0,1310,7314,55,12.380025952653611,0,0
558,5,1,2750,9563,1,0,0,2,3,2750,0,2040,9563,42,13.527828485512494,0,2
559,3,2,2050,10271,1,0,0,1,2,2050,0,2050,8103,16,12.711383088608054,0,1
560,3,2,2230,108900,0,0,0,1,2,1410,1,1960,65340,36,13.038981768465277,0,2
561,3,2,2340,217014,0,0,0,2,3,2340,0,2340,107898,32,12.911518881677136,0,1
562,2,2,2870,5163,1,0,0,1,4,2870,0,1630,7995,0,13.687677186454389,0,2
563,3,2,4120,22370,1,0,0,1,5,4120,0,3180,7257,17,13.668169970065565,0,2
564,2,1,2080,9162,0,0,0,1,2,1370,1,1870,8944,54,13.367190139549681,0,3
565,2,2,1840,5680,1,0,0,1,2,1840,0,1600,4697,6,12.983101310070822,0,2
566,2,0,1180,5350,0,0,0,2,1,1180,0,1490,5350,55,12.468436909997665,0,1
567,4,2,2160,4000,0,0,0,2,2,1530,1,2040,4000,87,13.417269294945429,0,3
568,2,0,1180,3400,0,0,0,1,3,1180,0,1440,3400,107,13.321214236149494,0,3
569,1,0,1160,15029,0,0,0,2,1,870,1,1870,25346,77,12.911642346088676,0,1
570,3,2,1830,5612,1,0,0,1,2,1830,0,1830,5998,11,12.733460357595142,0,1
571,3,3,3200,7708,1,0,0,1,5,3200,0,3480,7944,11,13.487006490992238,0,3
572,4,2,2560,5445,0,0,0,2,2,1760,1,1080,5445,88,12.999065161059836,0,1
573,4,2,2550,5040,0,0,0,2,3,2550,0,1590,3840,112,13.38472764187182,0,2
574,2,1,1330,9917,0,0,0,1,2,1040,1,1330,9081,34,12.481808646963554,0,1
575,1,0,1220,75794,0,0,0,2,2,1220,0,2010,98010,51,12.611537753638338,0,1
576,2,2,1805,3402,1,0,0,1,2,1805,0,2095,3402,5,12.491251587763836,0,0
577,3,3,6050,84942,1,0,1,1,4,4150,1,2700,199504,5,13.742939865129438,0,2
578,3,2,2320,5493,1,0,0,1,3,2320,0,2450,5471,11,13.180632285528304,0,1
579,2,0,1384,8960,0,0,0,2,1,1384,0,1000,8470,49,12.100712129872347,0,0
580,2,2,2720,6439,1,0,0,1,4,2720,0,3180,7320,9,13.335860551666734,0,2
581,2,1,1820,10608,0,0,0,2,2,1820,0,1380,8976,52,12.483704382128453,0,0
582,1,2,2130,4920,0,0,1,2,2,1530,1,2130,4920,73,13.500799813124575,0,2
583,3,2,2060,10070,1,0,0,1,2,2060,0,2060,8155,39,12.992254692057308,0,2
584,3,1,1420,7500,0,0,0,2,2,1080,1,1500,7260,33,12.500606192931057,0,1
585,2,1,1510,15744,0,0,0,1,2,1510,0,1470,15744,29,12.706847933442663,0,1
586,2,2,2160,4000,0,0,0,1,3,1960,1,2160,5120,111,13.369223455335854,1,2
587,2,2,3180,12600,1,0,0,2,5,3180,0,3030,12835,36,13.710150042306449,0,2
588,2,2,2110,13300,1,0,0,2,3,2110,0,2470,14000,29,12.821258284620408,0,1
589,2,1,2060,2900,0,0,0,2,3,1330,1,1910,3900,84,13.437174117244362,0,2
590,2,1,1830,217800,0,0,0,1,2,1010,1,2450,165963,33,13.132313708257497,0,2
591,2,1,1820,32666,0,0,0,2,2,1820,0,2050,43560,48,12.487485104968359,0,1
